ip,city,country,region
23.122.43.83,Victoria,US,Texas
75.58.161.186,San Antonio,US,Texas
99.100.175.92,San Antonio,US,Texas
70.120.17.16,San Antonio,US,Texas
70.114.0.52,New Braunfels,US,Texas
45.26.146.156,San Antonio,US,Texas
96.8.130.160,New Braunfels,US,Texas
70.121.205.219,San Antonio,US,Texas
76.185.248.38,San Antonio,US,Texas
67.11.138.20,San Antonio,US,Texas
67.11.211.115,San Antonio,US,Texas
173.174.190.7,San Antonio,US,Texas
173.174.130.38,New Braunfels,US,Texas
107.77.222.95,Houston,US,Texas
107.77.222.57,Houston,US,Texas
107.77.218.49,Houston,US,Texas
107.77.222.165,Lovelady,US,Texas
107.77.222.141,Lovelady,US,Texas
107.77.222.142,Lovelady,US,Texas
107.77.222.144,Lovelady,US,Texas
107.77.218.18,Houston,US,Texas
104.192.171.99,Kansas City,US,Missouri
107.77.221.69,Houston,US,Texas
107.77.221.107,Houston,US,Texas
107.77.221.18,Houston,US,Texas
107.77.221.39,Houston,US,Texas
75.1.220.159,San Antonio,US,Texas
162.218.230.219,Houston,US,Texas
107.152.102.194,Dallas,US,Texas
107.77.218.175,Houston,US,Texas
173.232.241.116,Dallas,US,Texas
207.188.6.23,Dallas,US,Texas
107.152.102.198,Dallas,US,Texas
107.77.219.22,Houston,US,Texas
107.77.218.167,Houston,US,Texas
70.120.213.195,Uvalde,US,Texas
76.237.205.238,San Antonio,US,Texas
70.120.247.228,McAllen,US,Texas
72.181.59.214,Olivarez,US,Texas
216.162.109.195,Uvalde,US,Texas
24.153.246.211,Wichita Falls,US,Texas
70.125.229.227,Round Rock,US,Texas
70.112.164.11,Austin,US,Texas
97.98.3.168,Grand Prairie,US,Texas
67.48.42.163,Dallas,US,Texas
107.77.217.4,Houston,US,Texas
107.77.219.106,Houston,US,Texas
173.174.147.198,New Braunfels,US,Texas
195.206.104.106,Los Angeles,US,California
31.13.189.92,New York City,US,New York
67.220.183.10,New York City,US,New York
107.77.220.56,Houston,US,Texas
70.113.90.221,Austin,US,Texas
45.21.39.47,San Antonio,US,Texas
66.76.100.195,Victoria,US,Texas
185.245.87.238,Los Angeles,US,California
172.58.109.175,Dallas,US,Texas
209.205.221.187,Newark,US,New Jersey
165.231.210.20,Dallas,US,Texas
92.38.148.51,Santa Clara,US,California
209.205.221.178,Newark,US,New Jersey
172.56.7.21,Dallas,US,Texas
212.103.49.178,Los Angeles,US,California
70.123.197.193,San Antonio,US,Texas
173.127.89.155,Houston,US,Texas
173.127.105.106,Houston,US,Texas
92.38.148.56,Santa Clara,US,California
195.206.104.107,Los Angeles,US,California
68.206.99.228,San Antonio,US,Texas
107.77.217.187,Kirbyville,US,Texas
45.83.89.58,Los Angeles,US,California
198.147.23.196,Dallas,US,Texas
172.58.103.143,Houston,US,Texas
92.38.148.65,Santa Clara,US,California
5.181.234.38,New York City,US,New York
92.38.148.50,Santa Clara,US,California
192.119.10.210,New York City,US,New York
92.38.148.10,Santa Clara,US,California
107.152.98.82,Los Angeles,US,California
24.160.140.11,San Antonio,US,Texas
173.244.217.91,New York City,US,New York
176.113.73.30,Los Angeles,US,California
172.58.111.255,Dallas,US,Texas
23.227.143.66,Newark,US,New Jersey
47.234.152.236,Portland,US,Texas
23.227.134.242,New York City,US,New York
107.77.217.17,Houston,US,Texas
24.26.255.20,San Antonio,US,Texas
31.13.189.90,New York City,US,New York
172.56.6.62,Dallas,US,Texas
24.243.32.134,Portland,US,Texas
172.56.7.238,Dallas,US,Texas
209.205.221.162,Newark,US,New Jersey
195.206.104.108,Los Angeles,US,California
50.84.30.82,Cibolo,US,Texas
96.8.130.206,New Braunfels,US,Texas
185.244.215.42,New York City,US,New York
99.203.213.177,Houston,US,Texas
5.181.234.114,New York City,US,New York
198.147.24.90,Newark,US,New Jersey
173.175.82.164,Corpus Christi,US,Texas
23.227.143.114,Newark,US,New Jersey
23.227.143.98,Newark,US,New Jersey
12.91.190.130,San Antonio,US,Texas
72.177.15.120,Austin,US,Texas
92.38.148.46,Santa Clara,US,California
5.181.234.118,New York City,US,New York
107.77.201.165,Dallas,US,Texas
148.66.37.74,San Antonio,US,Texas
108.89.71.245,Pflugerville,US,Texas
24.26.227.191,San Antonio,US,Texas
172.58.30.200,Los Angeles,US,California
72.48.60.84,Waco,US,Texas
170.130.1.67,Dallas,US,Texas
24.28.146.220,San Antonio,US,Texas
76.185.206.252,San Antonio,US,Texas
108.18.249.150,Arlington,US,Virginia
208.180.188.245,White Sulphur Springs,US,West Virginia
70.125.199.213,McAllen,US,Texas
76.185.204.129,San Antonio,US,Texas
24.28.66.30,Austin,US,Texas
76.185.216.144,San Antonio,US,Texas
24.243.38.118,Portland,US,Texas
72.179.161.188,San Antonio,US,Texas
70.125.150.41,San Antonio,US,Texas
107.128.2.166,San Antonio,US,Texas
162.194.247.205,San Antonio,US,Texas
24.28.159.140,San Antonio,US,Texas
67.10.152.210,San Antonio,US,Texas
100.19.73.35,Philadelphia,US,Pennsylvania
76.185.144.142,San Antonio,US,Texas
50.30.92.22,San Isidro,US,Texas
67.11.62.128,San Antonio,US,Texas
148.66.39.89,San Antonio,US,Texas
76.85.110.35,San Antonio,US,Texas
76.237.206.120,San Antonio,US,Texas
71.136.251.103,San Antonio,US,Texas
72.179.178.15,San Antonio,US,Texas
68.203.194.78,San Antonio,US,Texas
70.94.168.22,San Antonio,US,Texas
70.121.187.122,San Antonio,US,Texas
65.43.116.84,San Antonio,US,Texas
24.243.67.104,San Antonio,US,Texas
67.11.50.23,Boerne,US,Texas
76.185.237.215,San Antonio,US,Texas
75.21.227.106,San Antonio,US,Texas
70.240.251.44,San Antonio,US,Texas
136.50.56.65,San Antonio,US,Texas
72.182.113.134,Austin,US,Texas
66.25.171.170,San Antonio,US,Texas
107.77.218.182,Houston,US,Texas
74.196.230.24,Georgetown,US,Texas
24.162.162.164,Brownsville,US,Texas
174.246.196.144,Austin,US,Texas
173.173.173.208,Rio Grande City,US,Texas
70.238.240.119,San Antonio,US,Texas
107.77.222.211,Lovelady,US,Texas
67.11.56.110,San Antonio,US,Texas
174.244.81.200,Buckholts,US,Texas
135.26.38.208,Lufkin,US,Texas
99.48.230.77,San Antonio,US,Texas
107.77.217.19,Houston,US,Texas
24.243.49.105,San Antonio,US,Texas
172.58.67.120,Dallas,US,Texas
172.56.6.150,Dallas,US,Texas
107.77.219.189,Houston,US,Texas
107.77.219.172,Houston,US,Texas
107.77.218.122,Houston,US,Texas
100.11.170.135,Philadelphia,US,Pennsylvania
172.58.109.133,Dallas,US,Texas
172.58.109.196,Dallas,US,Texas
73.233.99.219,Philadelphia,US,Pennsylvania
174.246.201.223,Austin,US,Texas
174.246.196.212,Austin,US,Texas
107.77.198.228,Dallas,US,Texas
70.130.123.81,San Antonio,US,Texas
66.69.24.31,San Antonio,US,Texas
172.56.7.241,Dallas,US,Texas
107.77.220.40,Houston,US,Texas
76.182.226.251,McKinney,US,Texas
69.59.91.191,Marble Falls,US,Texas
73.34.158.193,Denver,US,Colorado
73.34.63.18,Denver,US,Colorado
172.58.70.211,Dallas,US,Texas
99.203.212.32,San Jose,US,California
47.211.104.11,Lufkin,US,Texas
107.218.180.201,San Antonio,US,Texas
73.3.242.85,Denver,US,Colorado
24.9.177.142,Denver,US,Colorado
172.56.6.130,Dallas,US,Texas
24.243.125.78,Mission,US,Texas
172.58.110.149,Dallas,US,Texas
172.58.99.240,Houston,US,Texas
72.179.189.42,San Antonio,US,Texas
99.203.213.118,Houston,US,Texas
99.203.213.116,Houston,US,Texas
71.42.199.34,San Antonio,US,Texas
172.56.6.20,Dallas,US,Texas
172.58.96.31,Houston,US,Texas
104.200.142.220,Dallas,US,Texas
206.214.78.211,Dallas,US,Texas
172.58.96.4,Houston,US,Texas
72.128.140.202,San Antonio,US,Texas
75.83.236.223,Los Angeles,US,California
170.130.2.251,Dallas,US,Texas
172.58.103.55,Houston,US,Texas
208.84.155.237,Dallas,US,Texas
216.73.222.79,San Fernando,US,California
107.158.15.51,Austin,US,Texas
212.102.45.115,Denver,US,Colorado
212.102.45.83,Denver,US,Colorado
76.170.151.113,Los Angeles,US,California
89.187.175.23,Dallas,US,Texas
174.51.14.27,Denver,US,Colorado
107.158.15.59,Houston,US,Texas
198.147.23.211,Dallas,US,Texas
89.187.175.33,Dallas,US,Texas
185.247.70.228,Dallas,US,Texas
76.115.148.248,Eugene,US,Oregon
76.25.49.194,Denver,US,Colorado
70.120.52.142,Boerne,US,Texas
73.123.183.143,Saugus,US,Massachusetts
50.30.92.26,San Isidro,US,Texas
73.153.134.112,Denver,US,Colorado
72.179.175.39,San Antonio,US,Texas
50.30.92.29,San Isidro,US,Texas
38.133.200.21,Waco,US,Texas
70.120.6.177,San Antonio,US,Texas
24.243.74.160,San Antonio,US,Texas
97.118.255.115,Denver,US,Colorado
173.232.243.163,Dallas,US,Texas
198.147.23.147,Dallas,US,Texas
89.187.175.110,Dallas,US,Texas
64.44.80.196,Colorado Springs,US,Colorado
75.166.30.247,Denver,US,Colorado
174.249.47.236,Austin,US,Texas
192.145.118.101,Santa Clara,US,California
173.173.102.136,San Antonio,US,Texas
76.201.20.193,Austin,US,Texas
24.28.146.155,San Antonio,US,Texas
136.50.56.155,San Antonio,US,Texas
108.239.188.205,San Antonio,US,Texas
68.54.110.249,Minneapolis,US,Minnesota
173.174.165.12,San Antonio,US,Texas
70.120.16.59,San Antonio,US,Texas
99.76.233.212,San Antonio,US,Texas
72.177.148.181,San Antonio,US,Texas
99.132.128.255,San Antonio,US,Texas
70.125.137.220,San Antonio,US,Texas
72.181.127.233,San Antonio,US,Texas
67.11.40.170,San Antonio,US,Texas
66.69.83.140,San Antonio,US,Texas
96.8.130.201,New Braunfels,US,Texas
136.50.3.247,San Antonio,US,Texas
96.8.130.186,New Braunfels,US,Texas
162.197.239.66,San Antonio,US,Texas
173.174.200.226,San Antonio,US,Texas
67.11.85.236,San Antonio,US,Texas
136.50.70.27,San Antonio,US,Texas
70.120.73.115,San Antonio,US,Texas
173.123.90.87,Fort Worth,US,Texas
67.11.185.253,San Antonio,US,Texas
173.149.157.87,Navasota,US,Texas
24.28.145.253,San Antonio,US,Texas
173.123.150.183,Amite,US,Louisiana
99.203.90.58,Houston,US,Texas
173.174.236.31,San Antonio,US,Texas
173.127.80.254,San Antonio,US,Texas
173.149.209.79,Houston,US,Texas
173.149.157.75,Navasota,US,Texas
173.123.149.62,Houston,US,Texas
99.203.26.44,San Jose,US,California
173.127.48.40,Houston,US,Texas
173.127.8.49,Katy,US,Texas
173.123.172.254,Fort Worth,US,Texas
67.11.185.104,San Antonio,US,Texas
107.77.222.195,Lovelady,US,Texas
107.77.222.138,Lovelady,US,Texas
12.132.167.253,San Antonio,US,Texas
173.149.192.116,Houston,US,Texas
75.15.245.84,San Antonio,US,Texas
172.58.111.202,Dallas,US,Texas
104.48.215.85,San Antonio,US,Texas
173.123.186.102,Brownsville,US,Texas
104.219.136.26,San Antonio,US,Texas
96.8.130.152,New Braunfels,US,Texas
99.203.27.184,Houston,US,Texas
99.203.212.207,San Jose,US,California
99.203.27.180,Houston,US,Texas
107.77.222.115,Houston,US,Texas
174.244.67.71,Ashburn,US,Virginia
99.203.91.15,Houston,US,Texas
99.203.154.248,Houston,US,Texas
99.203.27.212,Houston,US,Texas
67.11.186.90,San Antonio,US,Texas
99.203.154.42,Houston,US,Texas
173.173.244.231,Brownsville,US,Texas
192.198.252.227,Boerne,US,Texas
172.58.110.206,Dallas,US,Texas
107.77.222.18,Houston,US,Texas
99.203.27.38,Houston,US,Texas
99.203.26.71,San Jose,US,California
99.203.26.85,San Jose,US,California
70.114.115.136,San Antonio,US,Texas
99.203.27.229,Houston,US,Texas
72.191.141.122,New Braunfels,US,Texas
107.77.218.155,Houston,US,Texas
67.11.56.54,San Antonio,US,Texas
99.203.27.176,Houston,US,Texas
99.203.155.226,San Jose,US,California
99.203.212.61,San Jose,US,California
99.203.27.151,Houston,US,Texas
99.203.26.235,San Jose,US,California
99.203.26.61,San Jose,US,California
99.203.26.103,San Jose,US,California
107.77.220.52,Houston,US,Texas
172.58.102.131,Oklahoma City,US,Oklahoma
99.203.155.70,San Jose,US,California
172.58.107.219,Dallas,US,Texas
172.58.110.222,Dallas,US,Texas
174.255.132.117,Dallas,US,Texas
72.206.103.198,Omaha,US,Nebraska
70.117.28.76,San Antonio,US,Texas
99.203.154.250,Houston,US,Texas
99.203.26.161,San Jose,US,California
107.77.218.83,Houston,US,Texas
99.203.155.102,San Jose,US,California
67.11.56.174,San Antonio,US,Texas
99.203.155.193,San Jose,US,California
99.203.26.6,San Jose,US,California
107.77.220.12,Houston,US,Texas
67.11.185.135,San Antonio,US,Texas
206.193.219.171,San Antonio,US,Texas
99.203.154.244,Houston,US,Texas
99.203.26.91,San Jose,US,California
99.203.155.22,San Jose,US,California
99.203.27.94,Houston,US,Texas
162.71.236.112,Tyler,US,Texas
96.8.130.143,Gonzales,US,Texas
99.203.27.141,Houston,US,Texas
70.120.27.3,San Antonio,US,Texas
70.114.45.119,San Antonio,US,Texas
99.203.27.142,Houston,US,Texas
67.11.56.165,San Antonio,US,Texas
99.203.154.98,Houston,US,Texas
72.178.76.70,Killeen,US,Texas
96.8.130.212,New Braunfels,US,Texas
72.181.103.160,San Antonio,US,Texas
99.203.27.32,Houston,US,Texas
99.203.26.216,San Jose,US,California
96.8.130.213,New Braunfels,US,Texas
99.203.27.90,Houston,US,Texas
67.11.185.145,San Antonio,US,Texas
24.28.150.196,San Antonio,US,Texas
99.203.155.120,San Jose,US,California
99.203.154.146,Houston,US,Texas
99.203.154.222,Houston,US,Texas
66.69.67.230,San Antonio,US,Texas
99.203.27.111,Houston,US,Texas
107.77.218.55,Houston,US,Texas
107.77.218.100,Houston,US,Texas
172.58.67.200,Dallas,US,Texas
99.203.154.100,Houston,US,Texas
107.77.219.35,Houston,US,Texas
99.203.40.221,Los Angeles,US,California
76.186.27.252,Highland Village,US,Texas
71.146.34.33,San Antonio,US,Texas
172.58.110.195,Dallas,US,Texas
172.58.67.160,Dallas,US,Texas
107.13.184.11,Raleigh,US,North Carolina
172.58.107.212,Dallas,US,Texas
172.58.110.236,Dallas,US,Texas
67.11.185.59,San Antonio,US,Texas
172.58.67.130,Dallas,US,Texas
172.58.71.42,Dallas,US,Texas
172.58.99.251,Houston,US,Texas
172.58.70.161,Dallas,US,Texas
172.58.71.157,Dallas,US,Texas
172.58.97.55,Houston,US,Texas
172.56.7.48,Dallas,US,Texas
65.28.1.197,Overland Park,US,Kansas
172.58.70.232,Dallas,US,Texas
172.58.99.4,Houston,US,Texas
104.190.247.101,San Antonio,US,Texas
104.36.134.186,Laurie,US,Missouri
172.58.99.51,Houston,US,Texas
99.162.246.69,San Antonio,US,Texas
107.77.220.21,Houston,US,Texas
172.58.110.207,Dallas,US,Texas
96.8.178.201,Boerne,US,Texas
96.8.130.198,New Braunfels,US,Texas
96.8.130.194,New Braunfels,US,Texas
96.8.130.133,San Antonio,US,Texas
96.8.178.242,Boerne,US,Texas
96.8.130.196,New Braunfels,US,Texas
67.10.156.23,San Antonio,US,Texas
172.58.102.144,Oklahoma City,US,Oklahoma
24.28.148.238,San Antonio,US,Texas
72.20.140.35,Houston,US,Texas
72.181.109.235,San Antonio,US,Texas
172.58.68.171,Dallas,US,Texas
172.58.110.164,Dallas,US,Texas
172.58.107.61,Dallas,US,Texas
96.8.130.244,New Braunfels,US,Texas
72.181.105.198,San Antonio,US,Texas
172.58.68.25,Dallas,US,Texas
67.11.157.23,San Antonio,US,Texas
107.77.221.226,Houston,US,Texas
172.58.102.207,Oklahoma City,US,Oklahoma
68.103.108.6,Wichita,US,Kansas
107.77.196.228,Dallas,US,Texas
72.190.163.182,San Antonio,US,Texas
173.174.232.36,San Antonio,US,Texas
96.8.130.145,New Braunfels,US,Texas
174.197.11.85,Austin,US,Texas
172.58.70.194,Dallas,US,Texas
172.58.68.152,Dallas,US,Texas
172.58.107.84,Dallas,US,Texas
172.58.102.201,Oklahoma City,US,Oklahoma
72.177.147.207,San Antonio,US,Texas
107.77.222.7,Houston,US,Texas
107.77.222.108,Houston,US,Texas
172.58.99.108,Houston,US,Texas
96.8.130.236,New Braunfels,US,Texas
96.8.130.134,San Antonio,US,Texas
172.58.99.136,Houston,US,Texas
172.58.110.147,Dallas,US,Texas
96.8.130.232,New Braunfels,US,Texas
66.69.72.41,San Antonio,US,Texas
173.174.189.102,San Antonio,US,Texas
155.95.98.61,Arlington,US,Virginia
155.95.98.43,Arlington,US,Virginia
155.95.98.44,Arlington,US,Virginia
155.95.98.45,Arlington,US,Virginia
172.58.99.79,Houston,US,Texas
155.95.98.32,Arlington,US,Virginia
72.181.101.87,San Antonio,US,Texas
155.95.87.116,Arlington,US,Virginia
172.58.102.136,Oklahoma City,US,Oklahoma
91.132.138.164,Stockholm,SE,Stockholm
12.87.39.218,Dallas,US,Texas
107.127.0.122,Dallas,US,Texas
136.50.60.29,San Antonio,US,Texas
107.127.0.90,Dallas,US,Texas
64.134.149.33,Guymon,US,Oklahoma
72.191.4.136,San Antonio,US,Texas
166.205.190.23,Dallas,US,Texas
107.127.0.123,Dallas,US,Texas
67.11.52.225,San Antonio,US,Texas
174.197.1.83,Austin,US,Texas
173.174.172.52,San Antonio,US,Texas
99.43.143.116,San Antonio,US,Texas
47.184.206.205,Grapevine,US,Texas
76.221.87.98,Fort Worth,US,Texas
67.11.100.169,San Antonio,US,Texas
76.185.33.217,DeSoto,US,Texas
136.50.70.48,San Antonio,US,Texas
45.131.192.135,Dallas,US,Texas
47.188.180.229,Carrollton,US,Texas
173.172.202.149,El Paso,US,Texas
97.93.179.60,Dallas,US,Texas
47.183.194.27,Dallas,US,Texas
70.125.129.102,San Antonio,US,Texas
71.159.247.210,Irving,US,Texas
68.203.188.247,Dallas,US,Texas
76.184.48.62,Dallas,US,Texas
47.189.62.198,Plano,US,Texas
45.131.192.85,Dallas,US,Texas
76.187.101.165,Dallas,US,Texas
34.226.8.106,Ashburn,US,Virginia
107.242.125.63,Dallas,US,Texas
107.242.125.44,Dallas,US,Texas
70.133.251.114,Dallas,US,Texas
70.114.29.134,New Braunfels,US,Texas
172.58.107.168,Dallas,US,Texas
172.58.107.160,Dallas,US,Texas
70.123.194.234,San Antonio,US,Texas
66.90.156.125,San Antonio,US,Texas
172.58.107.51,Dallas,US,Texas
45.131.192.180,Dallas,US,Texas
45.131.192.5,Dallas,US,Texas
45.131.192.190,Dallas,US,Texas
76.183.231.195,New Braunfels,US,Texas
45.131.192.205,Dallas,US,Texas
47.234.136.72,DeSoto,US,Texas
198.205.24.208,Dallas,US,Texas
107.77.217.201,Kirbyville,US,Texas
107.242.125.50,Dallas,US,Texas
172.56.6.5,Dallas,US,Texas
107.77.217.231,Kirbyville,US,Texas
72.190.237.180,San Antonio,US,Texas
107.77.198.171,Dallas,US,Texas
107.242.125.38,Dallas,US,Texas
107.77.221.209,Houston,US,Texas
45.131.192.151,Dallas,US,Texas
45.131.192.75,Dallas,US,Texas
45.131.192.145,Dallas,US,Texas
107.77.201.153,Dallas,US,Texas
107.77.201.138,Dallas,US,Texas
98.6.90.2,Greenville,US,Texas
208.30.107.160,Reston,US,Virginia
206.109.18.52,Floresville,US,Texas
45.131.192.220,Dallas,US,Texas
194.110.112.180,Dallas,US,Texas
76.186.54.50,Woodcreek,US,Texas
76.186.54.46,Woodcreek,US,Texas
45.131.192.35,Dallas,US,Texas
107.77.221.139,Houston,US,Texas
45.131.192.185,Dallas,US,Texas
172.58.97.192,Houston,US,Texas
45.131.192.166,Dallas,US,Texas
172.58.107.102,Dallas,US,Texas
45.131.192.45,Dallas,US,Texas
45.131.192.48,Dallas,US,Texas
45.131.192.236,Dallas,US,Texas
107.77.196.106,Dallas,US,Texas
172.58.109.187,Dallas,US,Texas
172.58.99.188,Houston,US,Texas
72.179.167.126,San Antonio,US,Texas
107.77.218.14,Houston,US,Texas
107.242.125.9,Dallas,US,Texas
107.77.200.143,Dallas,US,Texas
107.77.201.227,Dallas,US,Texas
108.73.52.166,San Antonio,US,Texas
172.58.97.156,Houston,US,Texas
47.184.217.245,Euless,US,Texas
136.50.68.20,San Antonio,US,Texas
172.58.100.33,Houston,US,Texas
107.77.217.96,Houston,US,Texas
172.58.111.183,Dallas,US,Texas
67.11.202.113,San Antonio,US,Texas
99.151.201.25,San Antonio,US,Texas
70.94.132.38,San Antonio,US,Texas
45.20.118.158,San Antonio,US,Texas
69.154.52.98,San Antonio,US,Texas
72.181.116.86,San Antonio,US,Texas
70.120.1.49,San Antonio,US,Texas
70.120.40.174,San Antonio,US,Texas
108.95.37.118,San Antonio,US,Texas
174.246.192.204,Austin,US,Texas
72.182.64.120,Austin,US,Texas
24.160.0.250,New Braunfels,US,Texas
72.190.235.36,San Antonio,US,Texas
173.173.110.195,San Antonio,US,Texas
136.50.5.58,San Antonio,US,Texas
24.26.239.74,San Antonio,US,Texas
107.192.148.199,San Antonio,US,Texas
72.190.174.52,San Antonio,US,Texas
69.58.156.212,Lakehills,US,Texas
99.162.243.68,San Antonio,US,Texas
75.1.83.45,San Antonio,US,Texas
107.204.53.83,San Antonio,US,Texas
98.197.56.20,Houston,US,Texas
47.221.223.242,Georgetown,US,Texas
172.125.226.175,San Antonio,US,Texas
24.243.12.201,San Antonio,US,Texas
70.121.201.159,San Antonio,US,Texas
76.237.209.204,Dallas,US,Texas
172.58.99.11,Houston,US,Texas
172.58.99.175,Houston,US,Texas
76.185.238.187,San Antonio,US,Texas
47.183.134.235,Fredericksburg,US,Texas
67.11.207.37,San Antonio,US,Texas
172.58.67.201,Dallas,US,Texas
70.123.215.49,San Antonio,US,Texas
172.58.99.50,Houston,US,Texas
99.5.223.96,San Antonio,US,Texas
172.58.102.230,Oklahoma City,US,Oklahoma
172.58.99.102,Houston,US,Texas
107.77.222.77,Houston,US,Texas
50.237.25.227,Nashville,US,Tennessee
98.199.170.30,Houston,US,Texas
172.58.99.231,Houston,US,Texas
107.77.221.21,Houston,US,Texas
172.58.102.176,Oklahoma City,US,Oklahoma
172.58.99.185,Houston,US,Texas
67.11.137.215,San Antonio,US,Texas
172.58.99.192,Houston,US,Texas
172.58.99.114,Houston,US,Texas
172.56.7.43,Dallas,US,Texas
172.56.6.146,Dallas,US,Texas
172.58.102.153,Oklahoma City,US,Oklahoma
107.77.219.108,Houston,US,Texas
172.58.102.138,Oklahoma City,US,Oklahoma
172.58.99.191,Houston,US,Texas
98.39.66.72,Houston,US,Texas
47.183.128.23,Fredericksburg,US,Texas
70.120.17.11,San Antonio,US,Texas
107.77.222.116,Houston,US,Texas
70.130.122.154,San Antonio,US,Texas
172.58.102.215,Oklahoma City,US,Oklahoma
172.58.96.188,Houston,US,Texas
172.58.96.63,Houston,US,Texas
172.58.96.244,Houston,US,Texas
172.58.96.164,Houston,US,Texas
74.192.130.90,Georgetown,US,Texas
107.77.219.197,Houston,US,Texas
172.58.102.152,Oklahoma City,US,Oklahoma
172.58.99.124,Houston,US,Texas
107.77.219.219,Houston,US,Texas
107.77.219.139,Houston,US,Texas
72.179.156.115,San Antonio,US,Texas
96.40.48.51,Fort Worth,US,Texas
199.46.105.229,Searcy,US,Arkansas
47.185.105.67,Dallas,US,Texas
165.166.121.80,Sumter,US,South Carolina
12.162.135.250,San Antonio,US,Texas
67.11.85.133,San Antonio,US,Texas
107.77.219.69,Houston,US,Texas
47.183.137.185,Fredericksburg,US,Texas
107.77.217.200,Kirbyville,US,Texas
107.77.218.91,Houston,US,Texas
107.77.221.150,Houston,US,Texas
47.188.176.59,Carrollton,US,Texas
107.77.218.230,Houston,US,Texas
24.243.50.45,San Antonio,US,Texas
99.158.248.118,San Antonio,US,Texas
138.229.228.38,Cerritos,US,California
75.173.105.106,Ville Platte,US,Louisiana
96.8.177.36,Boerne,US,Texas
67.166.11.44,Denver,US,Colorado
107.117.224.88,Redmond,US,Washington
107.77.220.125,Houston,US,Texas
73.206.101.120,Houston,US,Texas
107.77.217.194,Kirbyville,US,Texas
174.197.1.205,Austin,US,Texas
99.151.200.207,San Antonio,US,Texas
76.185.234.25,San Antonio,US,Texas
129.111.179.55,San Antonio,US,Texas
107.77.219.94,Houston,US,Texas
108.77.11.169,Houston,US,Texas
47.183.143.149,Fredericksburg,US,Texas
70.114.2.244,New Braunfels,US,Texas
107.117.168.103,Indianapolis,US,Indiana
107.77.218.9,Houston,US,Texas
98.39.94.41,Houston,US,Texas
107.127.0.89,Dallas,US,Texas
47.183.142.121,Fredericksburg,US,Texas
107.77.222.190,Lovelady,US,Texas
107.127.0.108,Dallas,US,Texas
47.188.181.105,Carrollton,US,Texas
136.34.163.5,Kansas City,US,Missouri
107.77.218.65,Houston,US,Texas
107.127.0.57,Dallas,US,Texas
107.127.0.137,Dallas,US,Texas
107.77.219.217,Houston,US,Texas
96.8.178.97,Boerne,US,Texas
72.190.237.130,San Antonio,US,Texas
24.243.14.190,San Antonio,US,Texas
98.39.12.204,Houston,US,Texas
72.177.165.210,San Antonio,US,Texas
107.127.0.131,Dallas,US,Texas
136.50.95.200,San Antonio,US,Texas
107.127.0.22,Dallas,US,Texas
47.183.138.169,Fredericksburg,US,Texas
24.27.42.164,Austin,US,Texas
50.84.10.102,Round Rock,US,Texas
47.184.42.157,Carrollton,US,Texas
174.246.133.136,Dallas,US,Texas
107.150.31.108,Atlanta,US,Georgia
192.24.18.31,Broken Bow,US,Oklahoma
67.10.184.254,San Antonio,US,Texas
99.76.233.227,San Antonio,US,Texas
47.183.143.86,Fredericksburg,US,Texas
97.99.68.133,Dallas,US,Texas
67.10.171.227,San Antonio,US,Texas
75.21.227.97,San Antonio,US,Texas
107.77.222.153,Lovelady,US,Texas
173.175.108.125,San Antonio,US,Texas
130.45.76.131,San Antonio,US,Texas
99.173.134.103,Durham,US,North Carolina
72.191.34.7,Irving,US,Texas
67.11.245.224,San Antonio,US,Texas
99.137.94.0,San Antonio,US,Texas
136.50.55.44,San Antonio,US,Texas
136.50.67.16,San Antonio,US,Texas
67.11.229.0,San Antonio,US,Texas
107.138.213.232,San Antonio,US,Texas
162.195.131.242,Dallas,US,Texas
173.175.19.30,Killeen,US,Texas
67.11.243.229,San Antonio,US,Texas
107.117.225.105,Redmond,US,Washington
76.183.213.133,San Antonio,US,Texas
69.91.64.132,San Antonio,US,Texas
72.179.174.165,San Antonio,US,Texas
66.69.219.165,Kyle,US,Texas
67.10.130.139,San Antonio,US,Texas
76.185.216.146,San Antonio,US,Texas
107.117.224.158,Redmond,US,Washington
174.255.129.190,Dallas,US,Texas
74.192.132.57,Austin,US,Texas
69.208.245.166,San Antonio,US,Texas
172.56.7.188,Dallas,US,Texas
174.197.3.235,Austin,US,Texas
174.246.193.161,Austin,US,Texas
174.197.8.141,Austin,US,Texas
172.58.101.191,Houston,US,Texas
72.181.149.13,Dallas,US,Texas
99.97.208.154,Frisco,US,Texas
174.246.139.18,Dallas,US,Texas
24.28.157.189,San Antonio,US,Texas
172.58.99.157,Houston,US,Texas
173.173.101.109,San Antonio,US,Texas
70.240.198.239,San Antonio,US,Texas
24.196.168.72,Asheville,US,North Carolina
65.131.228.148,Killeen,US,Texas
96.8.193.113,San Antonio,US,Texas
174.69.206.136,Baton Rouge,US,Louisiana
130.45.53.218,San Antonio,US,Texas
67.10.140.180,San Antonio,US,Texas
76.185.136.75,San Antonio,US,Texas
174.246.198.28,Austin,US,Texas
66.31.40.49,Cambridge,US,Massachusetts
174.48.18.249,Miami,US,Florida
174.242.79.208,Boston,US,Massachusetts
108.7.195.50,Belmont,US,Massachusetts
72.177.214.68,San Antonio,US,Texas
172.58.102.198,Oklahoma City,US,Oklahoma
172.58.99.205,Houston,US,Texas
172.14.106.110,San Antonio,US,Texas
